#TYPE System.Management.Automation.PSCustomObject,,,,,
"Date","Time","Total","InUse","Free","PctUsed"
"12/8/2017","6:55:00 AM","3000","2185","815","73"
"12/8/2017","7:00:00 AM","3000","1430","1570","48"
"12/8/2017","7:05:00 AM","3000","686","2314","23"
"12/8/2017","7:10:00 AM","3000","1584","1416","53"
"12/8/2017","7:15:00 AM","3000","1035","1965","35"
"12/8/2017","7:20:00 AM","3000","2243","757","75"
"12/8/2017","7:25:00 AM","3000","1234","1766","41"
"12/8/2017","7:30:00 AM","3000","2438","562","81"
"12/8/2017","7:35:00 AM","3000","2113","887","70"
"12/8/2017","7:40:00 AM","3000","2212","788","74"
"12/8/2017","7:45:00 AM","3000","2130","870","71"
"12/8/2017","7:50:00 AM","3000","560","2440","19"
"12/8/2017","7:55:00 AM","3000","1199","1801","40"
"12/8/2017","8:00:00 AM","3000","1747","1253","58"
"12/8/2017","8:05:00 AM","3000","2446","554","82"
"12/8/2017","8:10:00 AM","3000","1898","1102","63"
"12/8/2017","8:15:00 AM","3000","2242","758","75"
"12/8/2017","8:20:00 AM","3000","1737","1263","58"
"12/8/2017","8:25:00 AM","3000","1924","1076","64"
"12/8/2017","8:30:00 AM","3000","548","2452","18"
"12/8/2017","8:35:00 AM","3000","1687","1313","56"
"12/8/2017","8:40:00 AM","3000","854","2146","28"
"12/8/2017","8:45:00 AM","3000","1799","1201","60"
"12/8/2017","8:50:00 AM","3000","2602","398","87"
"12/8/2017","8:55:00 AM","3000","1474","1526","49"
"12/8/2017","9:00:00 AM","3000","1883","1117","63"
"12/8/2017","9:05:00 AM","3000","821","2179","27"
"12/8/2017","9:10:00 AM","3000","765","2235","26"
"12/8/2017","9:15:00 AM","3000","1926","1074","64"
"12/8/2017","9:20:00 AM","3000","1507","1493","50"
"12/8/2017","9:25:00 AM","3000","711","2289","24"
"12/8/2017","9:30:00 AM","3000","2271","729","76"
"12/8/2017","9:35:00 AM","3000","2021","979","67"
"12/8/2017","9:40:00 AM","3000","2332","668","78"
"12/8/2017","9:45:00 AM","3000","732","2268","24"
"12/8/2017","9:50:00 AM","3000","2097","903","70"
"12/8/2017","9:55:00 AM","3000","535","2465","18"
"12/8/2017","10:00:00 AM","3000","554","2446","18"
"12/8/2017","10:05:00 AM","3000","1180","1820","39"
"12/8/2017","10:10:00 AM","3000","2544","456","85"
"12/8/2017","10:15:00 AM","3000","2149","851","72"
"12/8/2017","10:20:00 AM","3000","1387","1613","46"
"12/8/2017","10:25:00 AM","3000","690","2310","23"
"12/8/2017","10:30:00 AM","3000","1290","1710","43"
"12/8/2017","10:35:00 AM","3000","709","2291","24"
"12/8/2017","10:40:00 AM","3000","2583","417","86"
"12/8/2017","10:45:00 AM","3000","1331","1669","44"
"12/8/2017","10:50:00 AM","3000","1046","1954","35"
"12/8/2017","10:55:00 AM","3000","2414","586","80"
"12/8/2017","11:00:00 AM","3000","1338","1662","45"
"12/8/2017","11:05:00 AM","3000","1527","1473","51"
"12/8/2017","11:10:00 AM","3000","585","2415","20"
"12/8/2017","11:20:00 AM","3000","2167","833","72"
"12/8/2017","11:25:00 AM","3000","1999","1001","67"
"12/8/2017","11:30:00 AM","3000","2395","605","80"
"12/8/2017","11:35:00 AM","3000","2101","899","70"
"12/8/2017","11:40:00 AM","3000","1713","1287","57"
"12/8/2017","11:45:00 AM","3000","1781","1219","59"
"12/8/2017","11:50:00 AM","3000","573","2427","19"
"12/8/2017","11:55:00 AM","3000","727","2273","24"
"12/8/2017","12:00:00 PM","3000","2246","754","75"
"12/8/2017","12:05:00 PM","3000","1789","1211","60"
"12/8/2017","12:10:00 PM","3000","2287","713","76"
"12/8/2017","12:15:00 PM","3000","966","2034","32"
"12/8/2017","12:20:00 PM","3000","1447","1553","48"
"12/8/2017","12:25:00 PM","3000","791","2209","26"
"12/8/2017","12:30:00 PM","3000","1103","1897","37"
"12/8/2017","12:35:00 PM","3000","1284","1716","43"
"12/8/2017","12:40:00 PM","3000","1949","1051","65"
"12/8/2017","12:45:00 PM","3000","915","2085","31"
"12/8/2017","12:50:00 PM","3000","825","2175","28"
"12/8/2017","12:55:00 PM","3000","557","2443","19"
"12/8/2017","1:00:00 PM","3000","1983","1017","66"
"12/8/2017","1:05:00 PM","3000","2070","930","69"
"12/8/2017","1:10:00 PM","3000","2437","563","81"
"12/8/2017","1:15:00 PM","3000","2141","859","71"
"12/8/2017","1:20:00 PM","3000","1000","2000","33"
"12/8/2017","1:25:00 PM","3000","1909","1091","64"
"12/8/2017","1:30:00 PM","3000","1666","1334","56"
"12/8/2017","1:35:00 PM","3000","1945","1055","65"
"12/8/2017","1:40:00 PM","3000","1097","1903","37"
"12/8/2017","1:45:00 PM","3000","1765","1235","59"
"12/8/2017","1:50:00 PM","3000","1520","1480","51"
"12/8/2017","1:55:00 PM","3000","894","2106","30"
"12/8/2017","2:00:00 PM","3000","865","2135","29"
"12/8/2017","2:05:00 PM","3000","2109","891","70"
"12/8/2017","2:10:00 PM","3000","665","2335","22"
"12/8/2017","2:15:00 PM","3000","1877","1123","63"
"12/8/2017","2:20:00 PM","3000","801","2199","27"
"12/8/2017","2:25:00 PM","3000","1736","1264","58"
"12/8/2017","2:30:00 PM","3000","1614","1386","54"
"12/8/2017","2:35:00 PM","3000","773","2227","26"
"12/8/2017","2:40:00 PM","3000","1336","1664","45"
"12/8/2017","2:45:00 PM","3000","904","2096","30"
"12/8/2017","2:50:00 PM","3000","859","2141","29"
"12/8/2017","2:55:00 PM","3000","650","2350","22"
"12/8/2017","3:00:00 PM","3000","1916","1084","64"
"12/8/2017","3:05:00 PM","3000","1367","1633","46"
"12/8/2017","3:10:00 PM","3000","1321","1679","44"
"12/8/2017","3:15:00 PM","3000","2604","396","87"
"12/8/2017","3:20:00 PM","3000","1195","1805","40"
"12/8/2017","3:25:00 PM","3000","1227","1773","41"
"12/8/2017","3:30:00 PM","3000","670","2330","22"
"12/8/2017","3:35:00 PM","3000","805","2195","27"
"12/8/2017","3:40:00 PM","3000","2297","703","77"
"12/8/2017","3:45:00 PM","3000","2608","392","87"
"12/8/2017","3:50:00 PM","3000","2276","724","76"
"12/8/2017","3:55:00 PM","3000","2500","500","83"
"12/8/2017","4:00:00 PM","3000","1519","1481","51"
"12/8/2017","4:05:00 PM","3000","1342","1658","45"
"12/8/2017","4:10:00 PM","3000","2284","716","76"
"12/8/2017","4:15:00 PM","3000","1376","1624","46"
"12/8/2017","4:20:00 PM","3000","2066","934","69"
"12/8/2017","4:25:00 PM","3000","2111","889","70"
"12/8/2017","4:30:00 PM","3000","2144","856","71"
"12/8/2017","4:35:00 PM","3000","2282","718","76"
"12/8/2017","4:40:00 PM","3000","2130","870","71"
"12/8/2017","4:45:00 PM","3000","2163","837","72"
"12/8/2017","4:50:00 PM","3000","2349","651","78"
"12/8/2017","4:55:00 PM","3000","800","2200","27"
"12/8/2017","5:00:00 PM","3000","2597","403","87"
"12/8/2017","5:05:00 PM","3000","598","2402","20"
"12/8/2017","5:10:00 PM","3000","672","2328","22"
"12/8/2017","5:15:00 PM","3000","537","2463","18"
"12/8/2017","5:20:00 PM","3000","780","2220","26"
"12/8/2017","5:25:00 PM","3000","1808","1192","60"
"12/8/2017","5:30:00 PM","3000","2309","691","77"
"12/8/2017","5:35:00 PM","3000","608","2392","20"
"12/8/2017","5:45:00 PM","3000","1439","1561","48"
"12/8/2017","5:50:00 PM","3000","1887","1113","63"
"12/8/2017","5:55:00 PM","3000","990","2010","33"
"12/8/2017","6:00:00 PM","3000","2396","604","80"
"12/8/2017","6:05:00 PM","3000","1054","1946","35"
"12/8/2017","6:10:00 PM","3000","2466","534","82"
"12/8/2017","6:15:00 PM","3000","1133","1867","38"
"12/8/2017","6:20:00 PM","3000","2600","400","87"
"12/8/2017","6:25:00 PM","3000","2449","551","82"
"12/8/2017","6:30:00 PM","3000","993","2007","33"
"12/8/2017","6:35:00 PM","3000","2095","905","70"
"12/8/2017","6:40:00 PM","3000","1671","1329","56"
"12/8/2017","6:45:00 PM","3000","2176","824","73"
"12/8/2017","6:50:00 PM","3000","685","2315","23"
"12/8/2017","6:55:00 PM","3000","1565","1435","52"
"12/8/2017","7:00:00 PM","3000","1577","1423","53"
"12/8/2017","7:05:00 PM","3000","2232","768","74"
"12/8/2017","7:10:00 PM","3000","1622","1378","54"
"12/8/2017","7:15:00 PM","3000","1538","1462","51"
"12/8/2017","7:20:00 PM","3000","1378","1622","46"
"12/8/2017","7:25:00 PM","3000","2660","340","89"
"12/8/2017","7:30:00 PM","3000","1418","1582","47"
"12/8/2017","7:35:00 PM","3000","1570","1430","52"
"12/8/2017","7:40:00 PM","3000","1041","1959","35"
"12/8/2017","7:45:00 PM","3000","2545","455","85"
"12/8/2017","7:50:00 PM","3000","794","2206","26"
"12/8/2017","7:55:00 PM","3000","2292","708","76"
"12/8/2017","8:00:00 PM","3000","2468","532","82"
"12/8/2017","8:05:00 PM","3000","2445","555","82"
"12/8/2017","8:10:00 PM","3000","2335","665","78"
"12/8/2017","8:15:00 PM","3000","1261","1739","42"
"12/8/2017","8:20:00 PM","3000","2407","593","80"
"12/8/2017","8:25:00 PM","3000","786","2214","26"
"12/8/2017","8:30:00 PM","3000","2025","975","68"
"12/8/2017","8:35:00 PM","3000","1101","1899","37"
"12/8/2017","8:40:00 PM","3000","2276","724","76"
"12/8/2017","8:45:00 PM","3000","1038","1962","35"
"12/8/2017","8:50:00 PM","3000","2012","988","67"
"12/8/2017","8:55:00 PM","3000","2056","944","69"
"12/8/2017","9:00:00 PM","3000","1649","1351","55"
"12/8/2017","9:05:00 PM","3000","1110","1890","37"
"12/8/2017","9:10:00 PM","3000","2451","549","82"
"12/8/2017","9:15:00 PM","3000","764","2236","25"
"12/8/2017","9:20:00 PM","3000","1466","1534","49"
"12/8/2017","9:25:00 PM","3000","2289","711","76"
"12/8/2017","9:30:00 PM","3000","1352","1648","45"
"12/8/2017","9:35:00 PM","3000","2549","451","85"
"12/8/2017","9:40:00 PM","3000","747","2253","25"
"12/8/2017","9:45:00 PM","3000","1628","1372","54"
"12/8/2017","9:50:00 PM","3000","2025","975","68"
"12/8/2017","9:55:00 PM","3000","1930","1070","64"
"12/8/2017","10:00:00 PM","3000","2671","329","89"
"12/8/2017","10:05:00 PM","3000","730","2270","24"
"12/8/2017","10:10:00 PM","3000","1184","1816","39"
"12/8/2017","10:15:00 PM","3000","2371","629","79"
"12/8/2017","10:20:00 PM","3000","2562","438","85"
"12/8/2017","10:25:00 PM","3000","1664","1336","55"
"12/8/2017","10:30:00 PM","3000","1312","1688","44"
"12/8/2017","10:35:00 PM","3000","591","2409","20"
"12/8/2017","10:40:00 PM","3000","855","2145","29"
"12/8/2017","10:45:00 PM","3000","1995","1005","67"
"12/8/2017","10:50:00 PM","3000","845","2155","28"
"12/8/2017","10:55:00 PM","3000","613","2387","20"
"12/8/2017","11:00:00 PM","3000","2060","940","69"
"12/8/2017","11:05:00 PM","3000","1541","1459","51"
"12/8/2017","11:10:00 PM","3000","1814","1186","60"
"12/8/2017","11:15:00 PM","3000","1995","1005","67"
"12/8/2017","11:20:00 PM","3000","1703","1297","57"
"12/8/2017","11:25:00 PM","3000","1260","1740","42"
"12/8/2017","11:30:00 PM","3000","1966","1034","66"
"12/8/2017","11:35:00 PM","3000","1712","1288","57"
"12/8/2017","11:40:00 PM","3000","1451","1549","48"
"12/8/2017","11:45:00 PM","3000","2423","577","81"
"12/8/2017","11:50:00 PM","3000","2280","720","76"
"12/8/2017","11:55:00 PM","3000","1352","1648","45"
"12/9/2017","12:00:00 AM","3000","795","2205","27"
"12/9/2017","12:05:00 AM","3000","643","2357","21"
"12/9/2017","12:10:00 AM","3000","777","2223","26"
"12/9/2017","12:15:00 AM","3000","1757","1243","59"
"12/9/2017","12:20:00 AM","3000","2401","599","80"
"12/9/2017","12:25:00 AM","3000","753","2247","25"
"12/9/2017","12:30:00 AM","3000","559","2441","19"
"12/9/2017","12:35:00 AM","3000","2370","630","79"
"12/9/2017","12:40:00 AM","3000","1511","1489","50"
"12/9/2017","12:45:00 AM","3000","2344","656","78"
"12/9/2017","12:50:00 AM","3000","744","2256","25"
"12/9/2017","12:55:00 AM","3000","1254","1746","42"
"12/9/2017","1:00:00 AM","3000","1715","1285","57"
"12/9/2017","1:05:00 AM","3000","937","2063","31"
"12/9/2017","1:10:00 AM","3000","2307","693","77"
"12/9/2017","1:15:00 AM","3000","1397","1603","47"
"12/9/2017","1:20:00 AM","3000","1191","1809","40"
"12/9/2017","1:25:00 AM","3000","955","2045","32"
"12/9/2017","1:30:00 AM","3000","2216","784","74"
"12/9/2017","1:35:00 AM","3000","1348","1652","45"
"12/9/2017","1:40:00 AM","3000","2699","301","90"
"12/9/2017","1:45:00 AM","3000","762","2238","25"
"12/9/2017","1:50:00 AM","3000","1850","1150","62"
"12/9/2017","2:00:00 AM","3000","1132","1868","38"
"12/9/2017","2:10:00 AM","3000","511","2489","17"
"12/9/2017","2:15:00 AM","3000","1754","1246","58"
"12/9/2017","2:20:00 AM","3000","1362","1638","45"
"12/9/2017","2:25:00 AM","3000","2024","976","67"
"12/9/2017","2:30:00 AM","3000","1107","1893","37"
"12/9/2017","2:35:00 AM","3000","2118","882","71"
"12/9/2017","2:40:00 AM","3000","1209","1791","40"
"12/9/2017","2:45:00 AM","3000","2134","866","71"
"12/9/2017","2:50:00 AM","3000","1562","1438","52"
"12/9/2017","2:55:00 AM","3000","2298","702","77"
"12/9/2017","3:00:00 AM","3000","1871","1129","62"
"12/9/2017","3:05:00 AM","3000","2594","406","86"
"12/9/2017","3:10:00 AM","3000","1545","1455","52"
"12/9/2017","3:15:00 AM","3000","1521","1479","51"
"12/9/2017","3:20:00 AM","3000","778","2222","26"
"12/9/2017","3:25:00 AM","3000","1096","1904","37"
"12/9/2017","3:30:00 AM","3000","2011","989","67"
"12/9/2017","3:35:00 AM","3000","1458","1542","49"
"12/9/2017","3:40:00 AM","3000","1036","1964","35"
"12/9/2017","3:45:00 AM","3000","2172","828","72"
"12/9/2017","3:50:00 AM","3000","813","2187","27"
"12/9/2017","3:55:00 AM","3000","1899","1101","63"
"12/9/2017","4:00:00 AM","3000","978","2022","33"
"12/9/2017","4:05:00 AM","3000","2289","711","76"
"12/9/2017","4:10:00 AM","3000","729","2271","24"
"12/9/2017","4:15:00 AM","3000","1102","1898","37"
"12/9/2017","4:20:00 AM","3000","872","2128","29"
"12/9/2017","4:25:00 AM","3000","1229","1771","41"
"12/9/2017","4:30:00 AM","3000","2347","653","78"
"12/9/2017","4:35:00 AM","3000","1977","1023","66"
"12/9/2017","4:40:00 AM","3000","2178","822","73"
"12/9/2017","4:45:00 AM","3000","1106","1894","37"
"12/9/2017","4:50:00 AM","3000","2313","687","77"
"12/9/2017","4:55:00 AM","3000","1161","1839","39"
"12/9/2017","5:00:00 AM","3000","1104","1896","37"
"12/9/2017","5:05:00 AM","3000","2251","749","75"
"12/9/2017","5:10:00 AM","3000","1732","1268","58"
"12/9/2017","5:15:00 AM","3000","2115","885","71"
"12/9/2017","5:20:00 AM","3000","1437","1563","48"
"12/9/2017","5:25:00 AM","3000","2367","633","79"
"12/9/2017","5:30:00 AM","3000","1401","1599","47"
"12/9/2017","5:35:00 AM","3000","1737","1263","58"
"12/9/2017","5:40:00 AM","3000","1708","1292","57"
"12/9/2017","5:45:00 AM","3000","2268","732","76"
"12/9/2017","5:50:00 AM","3000","1695","1305","57"
"12/9/2017","5:55:00 AM","3000","2489","511","83"
"12/9/2017","6:00:00 AM","3000","1223","1777","41"
"12/9/2017","6:05:00 AM","3000","1199","1801","40"
"12/9/2017","6:10:00 AM","3000","1276","1724","43"
"12/9/2017","6:15:00 AM","3000","1174","1826","39"
"12/9/2017","6:25:00 AM","3000","754","2246","25"
"12/9/2017","6:30:00 AM","3000","1737","1263","58"
"12/9/2017","6:35:00 AM","3000","1373","1627","46"
"12/9/2017","6:40:00 AM","3000","1701","1299","57"
"12/9/2017","6:45:00 AM","3000","1282","1718","43"
"12/9/2017","6:50:00 AM","3000","2269","731","76"
"12/9/2017","6:55:00 AM","3000","1970","1030","66"
"12/9/2017","7:00:00 AM","3000","1760","1240","59"
"12/9/2017","7:05:00 AM","3000","2557","443","85"
"12/9/2017","7:10:00 AM","3000","1494","1506","50"
"12/9/2017","7:15:00 AM","3000","1040","1960","35"
"12/9/2017","7:20:00 AM","3000","1871","1129","62"
"12/9/2017","7:25:00 AM","3000","1587","1413","53"
"12/9/2017","7:30:00 AM","3000","639","2361","21"
"12/9/2017","7:35:00 AM","3000","1865","1135","62"
"12/9/2017","7:40:00 AM","3000","2314","686","77"
"12/9/2017","7:45:00 AM","3000","892","2108","30"
"12/9/2017","7:50:00 AM","3000","2465","535","82"
"12/9/2017","7:55:00 AM","3000","688","2312","23"
"12/9/2017","8:00:00 AM","3000","1433","1567","48"
"12/9/2017","8:05:00 AM","3000","2214","786","74"
"12/9/2017","8:10:00 AM","3000","1378","1622","46"
"12/9/2017","8:15:00 AM","3000","2643","357","88"
"12/9/2017","8:20:00 AM","3000","1313","1687","44"
"12/9/2017","8:30:00 AM","3000","1063","1937","35"
"12/9/2017","8:35:00 AM","3000","2249","751","75"
"12/9/2017","8:40:00 AM","3000","793","2207","26"
"12/9/2017","8:45:00 AM","3000","592","2408","20"
"12/9/2017","8:50:00 AM","3000","610","2390","20"
"12/9/2017","8:55:00 AM","3000","1893","1107","63"
"12/9/2017","9:00:00 AM","3000","1782","1218","59"
"12/9/2017","9:05:00 AM","3000","564","2436","19"
"12/9/2017","9:10:00 AM","3000","2520","480","84"
"12/9/2017","9:15:00 AM","3000","1794","1206","60"
"12/9/2017","9:20:00 AM","3000","2540","460","85"
"12/9/2017","9:25:00 AM","3000","2298","702","77"
"12/9/2017","9:30:00 AM","3000","1830","1170","61"
"12/9/2017","9:35:00 AM","3000","2279","721","76"
"12/9/2017","9:40:00 AM","3000","1963","1037","65"
"12/9/2017","9:45:00 AM","3000","998","2002","33"
"12/9/2017","9:50:00 AM","3000","1327","1673","44"
"12/9/2017","9:55:00 AM","3000","1569","1431","52"
"12/9/2017","10:00:00 AM","3000","1809","1191","60"
"12/9/2017","10:05:00 AM","3000","880","2120","29"
"12/9/2017","10:10:00 AM","3000","2365","635","79"
"12/9/2017","10:15:00 AM","3000","707","2293","24"
"12/9/2017","10:20:00 AM","3000","1848","1152","62"
"12/9/2017","10:25:00 AM","3000","767","2233","26"
"12/9/2017","10:40:00 AM","3000","692","2308","23"
"12/9/2017","10:45:00 AM","3000","2637","363","88"
"12/9/2017","10:50:00 AM","3000","808","2192","27"
"12/9/2017","10:55:00 AM","3000","1351","1649","45"
"12/9/2017","11:00:00 AM","3000","2396","604","80"
"12/9/2017","11:05:00 AM","3000","2247","753","75"
"12/9/2017","11:10:00 AM","3000","2143","857","71"
"12/9/2017","11:15:00 AM","3000","2367","633","79"
"12/9/2017","11:20:00 AM","3000","1261","1739","42"
"12/9/2017","11:25:00 AM","3000","1322","1678","44"
"12/9/2017","11:30:00 AM","3000","1742","1258","58"
"12/9/2017","11:35:00 AM","3000","721","2279","24"
"12/9/2017","11:40:00 AM","3000","2217","783","74"
"12/9/2017","11:45:00 AM","3000","1302","1698","43"
"12/9/2017","11:50:00 AM","3000","2073","927","69"
"12/9/2017","11:55:00 AM","3000","822","2178","27"
"12/9/2017","12:00:00 PM","3000","643","2357","21"
"12/9/2017","12:05:00 PM","3000","2105","895","70"
"12/9/2017","12:10:00 PM","3000","926","2074","31"
"12/9/2017","12:15:00 PM","3000","2275","725","76"
"12/9/2017","12:20:00 PM","3000","2180","820","73"
"12/9/2017","12:25:00 PM","3000","1814","1186","60"
"12/9/2017","12:30:00 PM","3000","2053","947","68"
"12/9/2017","12:35:00 PM","3000","1078","1922","36"
"12/9/2017","12:45:00 PM","3000","1264","1736","42"
"12/9/2017","12:50:00 PM","3000","2043","957","68"
"12/9/2017","12:55:00 PM","3000","815","2185","27"
"12/9/2017","1:00:00 PM","3000","1430","1570","48"
"12/9/2017","1:05:00 PM","3000","1831","1169","61"
"12/9/2017","1:10:00 PM","3000","1956","1044","65"
"12/9/2017","1:15:00 PM","3000","1027","1973","34"
"12/9/2017","1:20:00 PM","3000","2017","983","67"
"12/9/2017","1:25:00 PM","3000","1562","1438","52"
"12/9/2017","1:30:00 PM","3000","1016","1984","34"
"12/9/2017","1:35:00 PM","3000","1162","1838","39"
"12/9/2017","1:40:00 PM","3000","1795","1205","60"
"12/9/2017","1:45:00 PM","3000","992","2008","33"
"12/9/2017","1:50:00 PM","3000","2150","850","72"
"12/9/2017","1:55:00 PM","3000","787","2213","26"
"12/9/2017","2:00:00 PM","3000","1150","1850","38"
"12/9/2017","2:05:00 PM","3000","608","2392","20"
"12/9/2017","2:10:00 PM","3000","1837","1163","61"
"12/9/2017","2:15:00 PM","3000","2161","839","72"
"12/9/2017","2:20:00 PM","3000","1560","1440","52"
"12/9/2017","2:25:00 PM","3000","1667","1333","56"
"12/9/2017","2:30:00 PM","3000","2236","764","75"
"12/9/2017","2:35:00 PM","3000","1930","1070","64"
"12/9/2017","2:40:00 PM","3000","1280","1720","43"
"12/9/2017","2:45:00 PM","3000","782","2218","26"
"12/9/2017","2:55:00 PM","3000","1896","1104","63"
"12/9/2017","3:00:00 PM","3000","2602","398","87"
"12/9/2017","3:05:00 PM","3000","2674","326","89"
"12/9/2017","3:10:00 PM","3000","1996","1004","67"
"12/9/2017","3:15:00 PM","3000","2499","501","83"
"12/9/2017","3:20:00 PM","3000","1297","1703","43"
"12/9/2017","3:25:00 PM","3000","1569","1431","52"
"12/9/2017","3:30:00 PM","3000","595","2405","20"
"12/9/2017","3:35:00 PM","3000","1683","1317","56"
"12/9/2017","3:40:00 PM","3000","1411","1589","47"
"12/9/2017","3:45:00 PM","3000","2098","902","70"
"12/9/2017","3:50:00 PM","3000","2640","360","88"
"12/9/2017","3:55:00 PM","3000","1162","1838","39"
"12/9/2017","4:00:00 PM","3000","1584","1416","53"
"12/9/2017","4:05:00 PM","3000","1238","1762","41"
"12/9/2017","4:10:00 PM","3000","2406","594","80"
"12/9/2017","4:15:00 PM","3000","2554","446","85"
"12/9/2017","4:20:00 PM","3000","1573","1427","52"
"12/9/2017","4:25:00 PM","3000","1202","1798","40"
"12/9/2017","4:30:00 PM","3000","1248","1752","42"
"12/9/2017","4:35:00 PM","3000","2533","467","84"
"12/9/2017","4:40:00 PM","3000","2346","654","78"
"12/9/2017","4:45:00 PM","3000","2318","682","77"
"12/9/2017","4:50:00 PM","3000","1343","1657","45"
"12/9/2017","5:00:00 PM","3000","2354","646","78"
"12/9/2017","5:05:00 PM","3000","1184","1816","39"
"12/9/2017","5:10:00 PM","3000","1399","1601","47"
"12/9/2017","5:15:00 PM","3000","1857","1143","62"
"12/9/2017","5:20:00 PM","3000","2171","829","72"
"12/9/2017","5:25:00 PM","3000","1429","1571","48"
"12/9/2017","5:30:00 PM","3000","2209","791","74"
"12/9/2017","5:35:00 PM","3000","662","2338","22"
"12/9/2017","5:40:00 PM","3000","2695","305","90"
"12/9/2017","5:45:00 PM","3000","2084","916","69"
"12/9/2017","5:50:00 PM","3000","894","2106","30"
"12/9/2017","5:55:00 PM","3000","1804","1196","60"
"12/9/2017","6:00:00 PM","3000","2682","318","89"
"12/9/2017","6:05:00 PM","3000","2475","525","83"
"12/9/2017","6:10:00 PM","3000","658","2342","22"
"12/9/2017","6:15:00 PM","3000","1709","1291","57"
"12/9/2017","6:20:00 PM","3000","1746","1254","58"
"12/9/2017","6:25:00 PM","3000","698","2302","23"
"12/9/2017","6:30:00 PM","3000","711","2289","24"
"12/9/2017","6:35:00 PM","3000","2373","627","79"
"12/9/2017","6:40:00 PM","3000","1150","1850","38"
"12/9/2017","6:45:00 PM","3000","2230","770","74"
"12/9/2017","6:50:00 PM","3000","2655","345","89"
"12/9/2017","6:55:00 PM","3000","822","2178","27"
"12/9/2017","7:05:00 PM","3000","2426","574","81"
"12/9/2017","7:10:00 PM","3000","1574","1426","52"
"12/9/2017","7:15:00 PM","3000","749","2251","25"
"12/9/2017","7:20:00 PM","3000","1326","1674","44"
"12/9/2017","7:25:00 PM","3000","1125","1875","38"
"12/9/2017","7:30:00 PM","3000","1672","1328","56"
"12/9/2017","7:35:00 PM","3000","2315","685","77"
"12/9/2017","7:40:00 PM","3000","807","2193","27"
"12/9/2017","7:45:00 PM","3000","2430","570","81"
"12/9/2017","7:50:00 PM","3000","2012","988","67"
"12/9/2017","7:55:00 PM","3000","673","2327","22"
"12/9/2017","8:00:00 PM","3000","1966","1034","66"
"12/9/2017","8:05:00 PM","3000","1612","1388","54"
"12/9/2017","8:10:00 PM","3000","771","2229","26"
"12/9/2017","8:15:00 PM","3000","834","2166","28"
"12/9/2017","8:20:00 PM","3000","2099","901","70"
"12/9/2017","8:25:00 PM","3000","2619","381","87"
"12/9/2017","8:30:00 PM","3000","1538","1462","51"
"12/9/2017","8:35:00 PM","3000","907","2093","30"
"12/9/2017","8:40:00 PM","3000","967","2033","32"
"12/9/2017","8:45:00 PM","3000","1055","1945","35"
"12/9/2017","8:50:00 PM","3000","1147","1853","38"
"12/9/2017","8:55:00 PM","3000","1544","1456","51"
"12/9/2017","9:00:00 PM","3000","1014","1986","34"
"12/9/2017","9:05:00 PM","3000","1731","1269","58"
"12/9/2017","9:15:00 PM","3000","2575","425","86"
"12/9/2017","9:20:00 PM","3000","1775","1225","59"
"12/9/2017","9:25:00 PM","3000","1670","1330","56"
"12/9/2017","9:30:00 PM","3000","874","2126","29"
"12/9/2017","9:35:00 PM","3000","1693","1307","56"
"12/9/2017","9:40:00 PM","3000","1464","1536","49"
"12/9/2017","9:45:00 PM","3000","1721","1279","57"
"12/9/2017","9:55:00 PM","3000","2083","917","69"
"12/9/2017","10:00:00 PM","3000","731","2269","24"
"12/9/2017","10:05:00 PM","3000","971","2029","32"
"12/9/2017","10:10:00 PM","3000","1475","1525","49"
"12/9/2017","10:15:00 PM","3000","692","2308","23"
"12/9/2017","10:20:00 PM","3000","1832","1168","61"
"12/9/2017","10:25:00 PM","3000","1548","1452","52"
"12/9/2017","10:30:00 PM","3000","1040","1960","35"
"12/9/2017","10:35:00 PM","3000","724","2276","24"
"12/9/2017","10:40:00 PM","3000","1798","1202","60"
"12/9/2017","10:45:00 PM","3000","2045","955","68"
"12/9/2017","10:50:00 PM","3000","1956","1044","65"
"12/9/2017","11:00:00 PM","3000","2440","560","81"
"12/9/2017","11:05:00 PM","3000","1187","1813","40"
"12/9/2017","11:10:00 PM","3000","1480","1520","49"
"12/9/2017","11:15:00 PM","3000","1078","1922","36"
"12/9/2017","11:20:00 PM","3000","1600","1400","53"
"12/9/2017","11:25:00 PM","3000","1836","1164","61"
"12/9/2017","11:37:00 PM","3000","1715","1285","57"
"12/9/2017","11:45:00 PM","3000","648","2352","22"
"12/9/2017","11:50:00 PM","3000","1628","1372","54"
"12/9/2017","11:55:00 PM","3000","1900","1100","63"
"12/10/2017","12:00:00 AM","3000","534","2466","18"
"12/10/2017","12:05:00 AM","3000","1723","1277","57"
"12/10/2017","12:10:00 AM","3000","529","2471","18"
"12/10/2017","12:15:00 AM","3000","1422","1578","47"
"12/10/2017","12:20:00 AM","3000","793","2207","26"
"12/10/2017","12:25:00 AM","3000","603","2397","20"
"12/10/2017","12:30:00 AM","3000","1223","1777","41"
"12/10/2017","12:35:00 AM","3000","2532","468","84"
"12/10/2017","12:40:00 AM","3000","2104","896","70"
"12/10/2017","12:45:00 AM","3000","2202","798","73"
"12/10/2017","12:50:00 AM","3000","1699","1301","57"
"12/10/2017","12:55:00 AM","3000","1005","1995","34"
"12/10/2017","1:00:00 AM","3000","712","2288","24"
"12/10/2017","1:05:00 AM","3000","1148","1852","38"
